1 0.4338403258	0.8585131388	0.005783255	0.9940905916	0	0.252289651
1 0.7072908656	0.6283684401	0.0283135717	0.9722938047	0.0035263353	0.2869548254
1 0.1968882623	0.8328595478	0.0539849998	0.9470291763	0.0041160874	0.2742755562
1 0.1400559686	0.8597167772	0.0452058631	0.9507065714	0.0151451861	0.3128903395
1 0.3731464867	0.8755279116	0.2249556531	0.7787706195	0.2021523998	0.4710022754
1 0.3442941981	0.8845613892	0.2365543211	0.7673558648	0.1724439276	0.3376614115
1 0.3687751004	0.871844909	0.2498469901	0.7542743539	0.1861197933	0.1218428852
1 0.2652475149	0.9252535432	0.1454579404	0.8570071463	0.1927429464	0.2145241719
1 0.2128820246	0.9383217217	0.3648378095	0.6021600129	0.157121081	0.3953577234
1 0.0334636418	0.9960934542	0.1545596946	0.8314598893	0.1325287763	0.5183775545
1 0.1735516534	0.9597360005	0.3414962811	0.6276127022	0.1458572152	0.5392088724
1 0.5726729613	0.7590531378	0.4603626594	0.4979947343	0.3710775923	0.4327088819
1 0.0103912102	1	0.1462027614	0.8405727795	0.1946271297	0.4411088872
1 0.0902496511	0.9689165652	0.004164981	0.9960593198	0.042075798	0.240186298
1 0.8943504515	0.3653352129	0	1	0.0761223597	0.3409470478
1 0.1918496682	0.9366324046	0.5031525223	0.5049873731	0.2952629366	0.0410515393
1 0.5534093822	0.7705725329	0.701854791	0.3094352802	0.6253083549	0.0144088191
1 0.1631810932	0.9542864965	0.1611562361	0.8415582183	0.1913029771	0.4463025174
1 0.1226658407	0.9627454607	0.3495471945	0.6188340229	0.0885760173	0.4998032772
1 0.1027742174	0.9877895868	0.1718409942	0.8126161947	0.0900264421	0.3698592062
1 0.1121350651	0.9738913128	0.2879563066	0.6859964537	0.0991960476	0.533314288
1 0.1014333931	0.9889364292	0.1619280283	0.8234248563	0.1112986253	0.3598063692
1 0.1013821242	0.987236918	0.1848359423	0.7984450056	0.111590625	0.5205399688
1 0.1005126891	0.9871298794	0.1859251652	0.7972575359	0.1031730215	0.4211324897
1 0.1370225583	0.9739663127	0.2575929211	0.7191059051	0.1199849238	0.4255350961
1 0.1017061152	0.9860776969	0.1981379475	0.7839396056	0.0974534971	0.6010333431
1 0.1009669885	0.9883073043	0.1710090354	0.8135231852	0.1164346541	0.3634871466
1 0.1382651172	0.9778714022	0.2225604	0.757306969	0.1280808825	0.463467363
1 0.102152582	0.9850022136	0.2055374018	0.7758712589	0.1145277121	0.3199234047
1 0.1014155914	0.9847087676	0.2117812425	0.7690623825	0.1258091718	0.4276845827
1 0.1111011422	0.9798235829	0.243631158	0.7343313094	0.1226280377	0.4181579646
1 0.1168824233	0.9790182446	0.2419309329	0.7361850519	0.1212710411	0.3484459323
1 0.1170590162	0.9787444587	0.2433396612	0.7346494009	0.1203742988	0.303219292
1 1	0	0.0606977251	0.9404234055	0.2086970313	0.1818352324
1 0.9697933578	0.0843311469	0.182016411	0.8210284241	0.2126507426	0.2921646682
1 0.2724194651	0.9097147384	0.6158704966	0.3940562033	0.3905661166	0.1460893277
1 0.1839336068	0.9334656632	0.788480171	0.224184622	0.3312740509	0.2906806376
1 0.2047943547	0.9296319328	0.7905185738	0.2221782817	0.3876335225	0.580835692
1 0.1990401322	0.9292197976	0.8256423822	0.1876116275	0.4841450959	0.4841780934
1 0.1745442764	0.9508073771	0.4339858297	0.5730567944	0.8765453436	0.1215572053
1 0.1725967701	0.9504258244	0.4701366197	0.5374789103	0.8814463954	0.1723760077
1 0.2182296562	0.9418969575	0.4016566562	0.6048723873	0.8936656218	0.3476102975
1 0.2181235581	0.9419333652	0.4041183	0.6024490892	0.9013981134	0.4445001699
1 0.2083433023	0.9144513797	1	0.0160195583	0.445600882	0
1 0.1105813324	0.9460794736	0.4100747933	0.5965880393	0.0933583628	0.23903934
1 0.1161226466	0.9574233836	0.2704789469	0.733969158	0.2244740856	0.3128556892
1 0.5158534849	0.7910904542	0.54166537	0.4670839826	0.3754336536	0.307144741
1 0.819440172	0.4287748956	0.0145904003	0.9843931009	0.012695227	0.3906843781
1 0.0937829332	0.9853619216	0.0055550369	0.9940755467	0.0051719725	0.4572253216
1 0.1036457888	0.9830675086	0.0088061079	0.9905915856	0.0051599213	0.4567923513
1 0.4099269418	0.8846953695	0.0145966244	0.9843855784	0.0263406919	0.4280252581
1 0.2369513515	0.9402695335	0.0070519404	0.9930707646	0.1481684807	0.4381938081
1 0.3426151414	0.9019344137	0.0563719541	0.9436816936	0.1487813274	0.4542646779
1 0.4672049902	0.8569949379	0.0044616645	0.995246897	0.0522891115	0.402496753
1 0.4451059557	0.8576670239	0.0171454061	0.9829638386	0.1131451014	0.5491344462
1 0.8167044063	0.5235397601	0.0367202979	0.9633614529	0.1454311829	0.6696452536
1 0	0.99304613	0.0599487547	0.9357842136	0.1534295144	0.534425536
1 0.6215365006	0.7362080365	0.2534248281	0.7284433937	0.2739891578	0.897855144
1 0.0091721496	0.9917303559	0.1925466032	0.7936854548	0.260578964	1
1 0.6206549603	0.720415106	0.8190894096	0.1222449089	0.9763335367	0.5911466581
1 0.625637301	0.7179262759	0.7892530005	0.1542195476	0.9865171212	0.5863427648
1 0.6121072944	0.7216536958	0.9331611324	0	0.9996723086	0.7237078364
1 0.6127595488	0.7230990814	0.9066401104	0.0284208264	1	0.769800947
1 0.1926699707	0.9494158749	0.0680971794	0.9319402504	0.1105637131	0.4698483237
1 0.2300421544	0.9371770637	0.111598668	0.8883767664	0.1406273803	0.4372148036
1 0.4381390811	0.8522728597	0.162105416	0.837799151	0.2387279881	0.3718076785
1 0.414652938	0.8644221079	0.1587163767	0.8411939176	0.2295537636	0.4652405703
1 0.4132401948	0.8662024443	0.1483594228	0.8515652034	0.2277157275	0.3546143285
1 0.4132935999	0.8662847257	0.1484123279	0.8515114717	0.2298248522	0.4304196283
1 0.4141658834	0.8632971101	0.1697444994	0.8301499113	0.2291860976	0.4496678389
1 0.4146985104	0.864389341	0.1579622195	0.8419483101	0.2272584964	0.3826073522
1 0.4158306987	0.8641330308	0.1562682185	0.8436451561	0.2292367378	0.4543188257
1 0.4876199835	0.8282212073	0.1356787933	0.8642641449	0.2462160129	0.4918631572
1 0.4742202854	0.8386228862	0.1051307586	0.8948546558	0.2633737464	0.4344712809
1 0.4107493805	0.8667238025	0.1546291974	0.8452861211	0.225177799	0.3082463463
1 0.4114699934	0.8640361863	0.1758078403	0.8240782333	0.2278861656	0.4015230467
1 0.426212652	0.8597997868	0.1508905694	0.8490301435	0.2275720371	0.3953929036
1 0.4190414139	0.859464836	0.1824116433	0.8174649401	0.2289076187	0.436975854
1 0.028385884	0.9897090006	0.1562339858	0.8325990006	0.2219944395	0.4592824074
1 0.0382366345	0.9913458906	0.0716449341	0.923249691	0.5518979309	0.3967180936
